id,timestamp,severidade,tipo_evento,status_sistema,ip_origem,parecer_soc,compliance_lgpd,acao_soar_gerada,analise_trafego,modelo_ia_utilizado,relatorio_normativo,log_raw,origem
105,2026-09-01 20:59:54,CRITICO,Ataque Detectado (Brute Force SSH),ALERTA / SOB ATAQUE,103.253.145.22,"O log indicado registra um ataque de força bruta ao servidor SSH (SSH2) de host 192.168.15.3. Um usuário desconhecido ('root') está tentando acessar o sistema, com o endereço IP do atacante sendo 103.253.145.22, que está localizado na Singapura. Este tipo de ataque é altamente suspeito e representa um grande risco à segurança da informação.",Auditado em Ambiente Linux Turbo v1.5 (Art. 46 LGPD),[KILL SWITCH ERROR] Erro SSH ao encerrar sessão: timed out | [SOAR CRITICAL] Erro de conexão SSH UFW: timed out,"Provedor: DIGITALOCEAN | Local: Singapore/Singapore | Serviços expostos na origem (103.253.145.22): Portas [22, 80, 443]",qwen2.5:3b,"Parecer: O log indicado registra um ataque de força bruta ao servidor SSH (SSH2) de host 192.168.15.3. Um usuário desconhecido ('root') está tentando acessar o sistema, com o endereço IP do atacante sendo 103.253.145.22, que está localizado na Singapura. Este tipo de ataque é altamente suspeito e representa um grande risco à segurança da informação.
Recomendação: Implementar medidas de segurança adicionais, como configurações mais restritivas nas permissões de SSH, restringir acesso a usuários específicos, e configurar um firewall para bloquear tentativas de login de usuários desconhecidos. Além disso, atualizar o sistema de software do host para correções de vulnerabilidades conhecidas.",Failed password for invalid user root from 103.253.145.22 port 30685 ssh2,Linux Ubuntu Target (Dynamic Ingestion)
104,2026-09-01 20:59:05,CRITICO,Ataque Detectado (Brute Force SSH),ALERTA / SOB ATAQUE,192.168.15.7,"O log indica um ataque de força bruta contra o usuário root do host 192.168.15.3 a partir do IP 192.168.15.7. O ataque é tentativa de acesso não autorizado, indicando uma vulnerabilidade de segurança potencial.",Auditado em Ambiente Linux Turbo v1.5 (Art. 46 LGPD),[KILL SWITCH ERROR] Erro SSH ao encerrar sessão: timed out | [SOAR CRITICAL] Erro de conexão SSH UFW: timed out,Provedor: Infraestrutura Interna | Local: Local (LAN)/Rede Privada / Intranet | Sondagem concluída em 192.168.15.7. Nenhum serviço público detectado.,qwen2.5:3b,"Parecer: O log indica um ataque de força bruta contra o usuário root do host 192.168.15.3 a partir do IP 192.168.15.7. O ataque é tentativa de acesso não autorizado, indicando uma vulnerabilidade de segurança potencial.
Recomendação: Asegurar a senha root e monitorar as atividades de login. Implementar controles de acesso e firewall para proteger hosts sensíveis.",Failed password for invalid user root from 192.168.15.7 port 54822 ssh2,Linux Ubuntu Target (Dynamic Ingestion)
103,2026-09-01 20:58:03,CRITICO,Ataque Detectado (Brute Force SSH),ALERTA / SOB ATAQUE,103.253.145.22,"O log mostra uma tentativa de conexão de um usuário inválido (user 'root') de um endereço IP remoto (103.253.145.22) no port 22 (ssh), indicando que o sistema tentou autenticar o usuário 'root' sem sucesso. Este ataque é considerado crítico pois permite acesso remoto não autorizado e representa um risco significativo à segurança do sistema.",Auditado em Ambiente Linux Turbo v1.5 (Art. 46 LGPD),[KILL SWITCH ERROR] Erro SSH ao encerrar sessão: timed out | [SOAR CRITICAL] Erro de conexão SSH UFW: timed out,"Provedor: DIGITALOCEAN | Local: Singapore/Singapore | Serviços expostos na origem (103.253.145.22): Portas [22, 80, 443]",qwen2.5:3b,"Parecer: O log mostra uma tentativa de conexão de um usuário inválido (user 'root') de um endereço IP remoto (103.253.145.22) no port 22 (ssh), indicando que o sistema tentou autenticar o usuário 'root' sem sucesso. Este ataque é considerado crítico pois permite acesso remoto não autorizado e representa um risco significativo à segurança do sistema.
Recomendação: A ação preventiva recomendada é a implementação de um firewall ou um sistema de controle de acesso (ACS) para restringir ou bloquear a conexão SSH para o usuário 'root' do host 192.168.15.3. Além disso, deve-se verificar e atualizar a lista de usuários autorizados do sistema.",Failed password for invalid user root from 103.253.145.22 port 54653 ssh2,Linux Ubuntu Target (Dynamic Ingestion)
102,2026-09-01 20:57:02,CRITICO,Ataque Detectado (Brute Force SSH),ALERTA / SOB ATAQUE,192.168.15.7,"O evento de segurança no host 192.168.15.3 indica um falha de senha para o usuário root de uma máquina remota com IP 192.168.15.7. Este evento sugere uma tentativa de acesso não autorizado, que é considerado um incidente de segurança crítico. A autenticação falhou e a conexão foi feita através da porta SSH (Secure Shell), que é usada para criptografar e proteger conexões de rede. Esta atividade pode ser uma tentativa de comprometer a segurança da rede ou de explorar vulnerabilidades no sistema.",Auditado em Ambiente Linux Turbo v1.5 (Art. 46 LGPD),[KILL SWITCH ERROR] Erro SSH ao encerrar sessão: timed out | [SOAR CRITICAL] Erro de conexão SSH UFW: timed out,Provedor: Infraestrutura Interna | Local: Local (LAN)/Rede Privada / Intranet | Sondagem concluída em 192.168.15.7. Nenhum serviço público detectado.,qwen2.5:3b,"Parecer: O evento de segurança no host 192.168.15.3 indica um falha de senha para o usuário root de uma máquina remota com IP 192.168.15.7. Este evento sugere uma tentativa de acesso não autorizado, que é considerado um incidente de segurança crítico. A autenticação falhou e a conexão foi feita através da porta SSH (Secure Shell), que é usada para criptografar e proteger conexões de rede. Esta atividade pode ser uma tentativa de comprometer a segurança da rede ou de explorar vulnerabilidades no sistema.
Recomendação: Implementar autenticação forte, como a autenticação por dois fatores (2FA), no host 192.168.15.3. Além disso, atualizar todos os sistemas operacionais e aplicativos para corrigir possíveis vulnerabilidades conhecidas. Realizar monitoramento e análise de log para detectar e responder a incidentes de segurança de forma mais eficaz.",Failed password for invalid user root from 192.168.15.7 port 45978 ssh2,Linux Ubuntu Target (Dynamic Ingestion)
101,2026-09-01 20:56:08,CRITICO,Ataque Detectado (Brute Force SSH),ALERTA / SOB ATAQUE,45.33.32.156,"O log indica uma tentativa de acesso inválido ao host root através de SSH do IP remoto 45.33.32.156 (Fremont, Estados Unidos). Isso representa um alto risco de infecção pelo malware ou uso não autorizado do sistema. O host deve ser imediatamente desconectado e atualizado. O provedor de serviços de rede deve ser informado e as medidas de segurança reforçadas.",Auditado em Ambiente Linux Turbo v1.5 (Art. 46 LGPD),[KILL SWITCH ERROR] Erro SSH ao encerrar sessão: timed out | [SOAR CRITICAL] Erro de conexão SSH UFW: timed out,"Provedor: Akamai Technologies, Inc. | Local: Fremont/United States | Serviços expostos na origem (45.33.32.156): Portas [22, 80]",qwen2.5:3b,"Parecer: O log indica uma tentativa de acesso inválido ao host root através de SSH do IP remoto 45.33.32.156 (Fremont, Estados Unidos). Isso representa um alto risco de infecção pelo malware ou uso não autorizado do sistema. O host deve ser imediatamente desconectado e atualizado. O provedor de serviços de rede deve ser informado e as medidas de segurança reforçadas.
Recomendação: Desconectar o host de acesso à Internet imediatamente. Executar atualizações em tempo real. Realizar backup dos dados importantes. Manter a rede atualizada com as mais recentes medidas de segurança. Acompanhar atividades de login dos usuários e redes para identificar possíveis ameaças.",Failed password for invalid user root from 45.33.32.156 port 42939 ssh2,Linux Ubuntu Target (Dynamic Ingestion)
100,2026-09-01 20:55:12,ALTO,Ataque Detectado (Brute Force SSH),ALERTA / SOB ATAQUE,45.33.32.156,"O evento de segurança na máquina 192.168.15.3 envolve uma tentativa de conexão SSH por parte de um usuário inválido (root) de uma localização estrangeira (45.33.32.156, Fremont, United States). Este ataque potencialmente indica uma brecha de segurança na máquina ou em sua configuração de firewall. A conexão é negada devido à validação de senha falha.",Auditado em Ambiente Linux Turbo v1.5 (Art. 46 LGPD),[KILL SWITCH ERROR] Erro SSH ao encerrar sessão: timed out | [SOAR CRITICAL] Erro de conexão SSH UFW: timed out,"Provedor: Akamai Technologies, Inc. | Local: Fremont/United States | Serviços expostos na origem (45.33.32.156): Portas [22, 80]",qwen2.5:3b,"Parecer: O evento de segurança na máquina 192.168.15.3 envolve uma tentativa de conexão SSH por parte de um usuário inválido (root) de uma localização estrangeira (45.33.32.156, Fremont, United States). Este ataque potencialmente indica uma brecha de segurança na máquina ou em sua configuração de firewall. A conexão é negada devido à validação de senha falha.
Recomendação: Implementar políticas de autenticação mais robustas, como a autenticação dual-factor (2FA), e atualizar o firewall para permitir conexões SSH apenas a partir de endereços IP específicos. Também é recomendado que as credenciais SSH sejam atualizadas e o uso de root para conexões SSH seja minimizado.",Failed password for invalid user root from 45.33.32.156 port 57493 ssh2,Linux Ubuntu Target (Dynamic Ingestion)
99,2026-09-01 20:54:32,INFO,Acesso SSH Autorizado,OPERACIONAL,192.168.15.1,O registro indica que um host externo (192.168.15.1) realizou uma conexão SSH com o host local (192.168.15.3) utilizando uma chave pública válida. Esta conexão foi aceita sem criar um incidente de segurança significativo.,Auditado em Ambiente Linux Turbo v1.5 (Art. 46 LGPD),Sessão Monitorada,"Provedor: Infraestrutura Interna | Local: Local (LAN)/Rede Privada / Intranet | Serviços expostos na origem (192.168.15.1): Portas [22, 80]",qwen2.5:3b,"Parecer: O registro indica que um host externo (192.168.15.1) realizou uma conexão SSH com o host local (192.168.15.3) utilizando uma chave pública válida. Esta conexão foi aceita sem criar um incidente de segurança significativo.
Recomendação: Nesta situação, não há recomendação preventiva necessária. No entanto, é recomendável atualizar a lista de hosts permitidos e redefinir a senha do root para fortalecer a segurança do sistema.",Accepted publickey for servidor from 192.168.15.1 port 57572 ssh2,Linux Ubuntu Target (Dynamic Ingestion)
98,2026-09-01 20:53:33,ALTO,Ataque Detectado (Brute Force SSH),ALERTA / SOB ATAQUE,192.168.15.7,O log indica um ataque de força bruta no host 192.168.15.3 por parte de um usuário remoto (192.168.15.7) conhecido como 'invalid user root'. Esse ataque tem como objetivo tentar acessar o sistema operacional root através de uma senha inválida. Este tipo de ataque é considerado severo devido ao potencial para causar danos significativos ao sistema.,Auditado em Ambiente Linux Turbo v1.5 (Art. 46 LGPD),[KILL SWITCH ERROR] Erro SSH ao encerrar sessão: timed out | [SOAR CRITICAL] Erro de conexão SSH UFW: timed out,Provedor: Infraestrutura Interna | Local: Local (LAN)/Rede Privada / Intranet | Sondagem concluída em 192.168.15.7. Nenhum serviço público detectado.,qwen2.5:3b,"Parecer: O log indica um ataque de força bruta no host 192.168.15.3 por parte de um usuário remoto (192.168.15.7) conhecido como 'invalid user root'. Esse ataque tem como objetivo tentar acessar o sistema operacional root através de uma senha inválida. Este tipo de ataque é considerado severo devido ao potencial para causar danos significativos ao sistema.
Recomendação: A recomendação é que seja tomada uma ação preventiva imediata. Isso inclui desativar temporariamente o usuário root se ele não for realmente necessário, ou pelo menos restringir sua acesso apenas a áreas de segurança limitadas. Além disso, é crucial que seja implementado um sistema de monitoramento de conexões de login, que permitirá a detecção e resposta rápida a futuras tentativas de ataque de força bruta.",Failed password for invalid user root from 192.168.15.7 port 42032 ssh2,Linux Ubuntu Target (Dynamic Ingestion)
97,2026-09-01 20:52:44,INFO,Acesso SSH Autorizado,OPERACIONAL,192.168.15.12,"Um usuário remoto (IP: 192.168.15.12) foi autenticado com sucesso usando uma chave pública SSH para o host 192.168.15.3. Essa ação está dentro do esperado, pois a autenticação via chave SSH é uma prática recomendada para garantir a segurança das conexões SSH. No entanto, é importante garantir que apenas os usuários autorizados estejam autorizados para usar essa chave.",Auditado em Ambiente Linux Turbo v1.5 (Art. 46 LGPD),Sessão Monitorada,Provedor: Infraestrutura Interna | Local: Local (LAN)/Rede Privada / Intranet | Sondagem concluída em 192.168.15.12. Nenhum serviço público detectado.,qwen2.5:3b,"Parecer: Um usuário remoto (IP: 192.168.15.12) foi autenticado com sucesso usando uma chave pública SSH para o host 192.168.15.3. Essa ação está dentro do esperado, pois a autenticação via chave SSH é uma prática recomendada para garantir a segurança das conexões SSH. No entanto, é importante garantir que apenas os usuários autorizados estejam autorizados para usar essa chave.
Recomendação: Garantir que apenas usuários autorizados tenham acesso às chaves SSH e que essas chaves estejam protegidas adequadamente. Além disso, considerar a implementação de medidas adicionais de segurança, como a utilização de chaves SSH temporárias e a verificação de usuários SSH.",Accepted publickey for servidor from 192.168.15.12 port 55537 ssh2,Linux Ubuntu Target (Dynamic Ingestion)
96,2026-09-01 20:51:49,CRITICO,Ataque Detectado (Brute Force SSH),ALERTA / SOB ATAQUE,192.168.15.1,"O evento detectado é um falha de login em um usuário invalido (root) com origem de IP 192.168.15.1, uma tentativa de acesso maliciosa ao sistema. Essa tentativa representa um risco significativo à segurança da informação, pois permite a exploração de vulnerabilidades no sistema ou acesso não autorizado.",Auditado em Ambiente Linux Turbo v1.5 (Art. 46 LGPD),[KILL SWITCH ERROR] Erro SSH ao encerrar sessão: timed out | [SOAR CRITICAL] Erro de conexão SSH UFW: timed out,"Provedor: Infraestrutura Interna | Local: Local (LAN)/Rede Privada / Intranet | Serviços expostos na origem (192.168.15.1): Portas [22, 80]",qwen2.5:3b,"Parecer: O evento detectado é um falha de login em um usuário invalido (root) com origem de IP 192.168.15.1, uma tentativa de acesso maliciosa ao sistema. Essa tentativa representa um risco significativo à segurança da informação, pois permite a exploração de vulnerabilidades no sistema ou acesso não autorizado.
Recomendação: Aplicar atualizações de segurança, monitorar as atividades de login e implementar medidas de proteção contra ataques de força bruta, como o uso de lockouts temporários para contas root após um número definido de tentativas de login falhadas. Também é importante verificar a configuração do firewall e do sistema operacional para garantir que estão protegidos contra ataques de login.",Failed password for invalid user root from 192.168.15.1 port 51229 ssh2,Linux Ubuntu Target (Dynamic Ingestion)
95,2026-09-01 20:50:53,CRITICO,Ataque Detectado (Brute Force SSH),ALERTA / SOB ATAQUE,192.168.15.7,"O log informa um ataque de força bruta que tenta acessar o usuário root no host 192.168.15.3 através do IP 192.168.15.7. Este ataque está sendo feito utilizando uma porta SSH (porta 22) e está sendo feito por um usuário inválido, indicando uma tentativa de invasão. Este tipo de ataque é altamente perigoso pois pode resultar em privilégios root, que permitem controle completo do sistema.",Auditado em Ambiente Linux Turbo v1.5 (Art. 46 LGPD),[KILL SWITCH ERROR] Erro SSH ao encerrar sessão: timed out | [SOAR THRESHOLD] IP 192.168.15.7 sob observação (1ª ocorrência). Limiar para UFW é 2.,Provedor: Infraestrutura Interna | Local: Local (LAN)/Rede Privada / Intranet | Sondagem concluída em 192.168.15.7. Nenhum serviço público detectado.,qwen2.5:3b,"Parecer: O log informa um ataque de força bruta que tenta acessar o usuário root no host 192.168.15.3 através do IP 192.168.15.7. Este ataque está sendo feito utilizando uma porta SSH (porta 22) e está sendo feito por um usuário inválido, indicando uma tentativa de invasão. Este tipo de ataque é altamente perigoso pois pode resultar em privilégios root, que permitem controle completo do sistema.
Recomendação: A recomendação é imediatamente modificar a senha root e verificar todos os outros usuários para verificar se elas foram comprometidos. Além disso, deve-se tomar medidas de segurança adicionais para bloquear o acesso SSH remoto até que a senha seja alterada. Isso pode incluir a desabilitação temporária da porta SSH, o uso de autenticação mais rigorosa ou a instalação de um bloqueador de acesso remoto.",Failed password for invalid user root from 192.168.15.7 port 35586 ssh2,Linux Ubuntu Target (Dynamic Ingestion)
94,2026-09-01 20:50:04,INFO,Acesso SSH Autorizado,OPERACIONAL,103.253.145.22,"O log indica que um host externo (103.253.145.22) da cidade de Singapore, portanto um país fora do local da organização, tentou se conectar ao host 192.168.15.3 através de um chave pública SSH. Este tipo de acesso é comum para testes, monitoramento ou conexões de manutenção remota. Não há evidências de atividades maliciosas.",Auditado em Ambiente Linux Turbo v1.5 (Art. 46 LGPD),Sessão Monitorada,"Provedor: DIGITALOCEAN | Local: Singapore/Singapore | Serviços expostos na origem (103.253.145.22): Portas [22, 80, 443]",qwen2.5:3b,"Parecer: O log indica que um host externo (103.253.145.22) da cidade de Singapore, portanto um país fora do local da organização, tentou se conectar ao host 192.168.15.3 através de um chave pública SSH. Este tipo de acesso é comum para testes, monitoramento ou conexões de manutenção remota. Não há evidências de atividades maliciosas.
Recomendação: Verificar o log completo do host 192.168.15.3 para identificar se há atividades suspeitas relacionadas à conexão de 103.253.145.22. Mantenha as atualizações do software em vigor e siga as boas práticas de segurança.",Accepted publickey for servidor from 103.253.145.22 port 44670 ssh2,Linux Ubuntu Target (Dynamic Ingestion)
93,2026-09-01 20:49:08,CRITICO,Ataque Detectado (Brute Force SSH),ALERTA / SOB ATAQUE,185.220.101.5,"O log informa uma tentativa de conexão SSH falha de um usuário inválido (root) de uma IP externa (185.220.101.5, Brandenburg an der Havel, Germany) que tentou acessar o host 192.168.15.3 através do port 22. Este é um ataque de força bruta com o objetivo de obter acesso root.",Auditado em Ambiente Linux Turbo v1.5 (Art. 46 LGPD),[KILL SWITCH ERROR] Erro SSH ao encerrar sessão: timed out | [SOAR CRITICAL] Erro de conexão SSH UFW: timed out,Provedor: Stiftung Erneuerbare Freiheit | Local: Brandenburg an der Havel/Germany | Sondagem concluída em 185.220.101.5. Nenhum serviço público detectado.,qwen2.5:3b,"Parecer: O log informa uma tentativa de conexão SSH falha de um usuário inválido (root) de uma IP externa (185.220.101.5, Brandenburg an der Havel, Germany) que tentou acessar o host 192.168.15.3 através do port 22. Este é um ataque de força bruta com o objetivo de obter acesso root.
Recomendação: Bloquear a IP da origem (185.220.101.5) e verificar as permissões de SSH do host 192.168.15.3. Se necessário, atualizar a senha do usuário root e/ou ativar o autenticador SSH2.",Failed password for invalid user root from 185.220.101.5 port 51059 ssh2,Linux Ubuntu Target (Dynamic Ingestion)
92,2026-09-01 20:48:12,ALTO,Ataque Detectado (Brute Force SSH),ALERTA / SOB ATAQUE,192.168.15.12,"O evento de segurança no host 192.168.15.3 registrou um tentativa de login falhada para o usuário root, proveniente da IP 192.168.15.12, que é uma localização desconhecida e potencialmente inválida. Isso representa um risco significativo de ataque de força bruta, onde um atacante poderia estar tentando acessar o sistema root de forma indefinida, utilizando várias tentativas de senha até que a senha seja descoberta.",Auditado em Ambiente Linux Turbo v1.5 (Art. 46 LGPD),[KILL SWITCH ERROR] Erro SSH ao encerrar sessão: timed out | [SOAR THRESHOLD] IP 192.168.15.12 sob observação (1ª ocorrência). Limiar para UFW é 2.,Provedor: Infraestrutura Interna | Local: Local (LAN)/Rede Privada / Intranet | Sondagem concluída em 192.168.15.12. Nenhum serviço público detectado.,qwen2.5:3b,"Parecer: O evento de segurança no host 192.168.15.3 registrou um tentativa de login falhada para o usuário root, proveniente da IP 192.168.15.12, que é uma localização desconhecida e potencialmente inválida. Isso representa um risco significativo de ataque de força bruta, onde um atacante poderia estar tentando acessar o sistema root de forma indefinida, utilizando várias tentativas de senha até que a senha seja descoberta.
Recomendação: Bloquear o IP 192.168.15.12 temporariamente e implementar medidas de proteção contra ataque de força bruta. Além disso, é recomendável que o administrador verifique o registro de login e troque a senha root imediatamente. Atualize também as permissões de acesso SSH para garantir que apenas IPs autorizadas possam acessar o sistema root.",Failed password for invalid user root from 192.168.15.12 port 34939 ssh2,Linux Ubuntu Target (Dynamic Ingestion)
91,2026-09-01 20:47:15,ALTO,Ataque Detectado (Brute Force SSH),ALERTA / SOB ATAQUE,103.253.145.22,"O log indica um tentativa de conexão SSH falhada para o usuário root em um host com o IP 192.168.15.3. O atacante vem de uma localização internacional (Singapore), indicando uma atividade suspeita ou ataque remoto. Este evento é considerado muito sério pois pode indicar um ataque de penetração ou uma tentativa de exploração de vulnerabilidades de segurança.",Auditado em Ambiente Linux Turbo v1.5 (Art. 46 LGPD),[KILL SWITCH ERROR] Erro SSH ao encerrar sessão: timed out | [SOAR CRITICAL] Erro de conexão SSH UFW: timed out,"Provedor: DIGITALOCEAN | Local: Singapore/Singapore | Serviços expostos na origem (103.253.145.22): Portas [22, 80, 443]",qwen2.5:3b,"Parecer: O log indica um tentativa de conexão SSH falhada para o usuário root em um host com o IP 192.168.15.3. O atacante vem de uma localização internacional (Singapore), indicando uma atividade suspeita ou ataque remoto. Este evento é considerado muito sério pois pode indicar um ataque de penetração ou uma tentativa de exploração de vulnerabilidades de segurança.
Recomendação: Realizar uma análise de log aprofundada para identificar se há outros tentativas de conexão em tempo real. Implementar medidas de segurança adicionais, como StrongHost e StrongUser, para bloquear futuras tentativas de conexão e evitar a utilização de contas root desnecessariamente. Atualizar e fortalecer a configuração de firewall e proteger o host contra novas vulnerabilidades SSH.",Failed password for invalid user root from 103.253.145.22 port 46354 ssh2,Linux Ubuntu Target (Dynamic Ingestion)
90,2026-09-01 20:46:32,INFO,Acesso SSH Autorizado,OPERACIONAL,103.253.145.22,"O host 192.168.15.3 recebeu uma conexão de ssh segura a partir do IP 103.253.145.22 (Singapore, Singapore), utilizando uma chave pública. Este tipo de conexão é considerado normal e não representa um risco adicional para a segurança do sistema.",Auditado em Ambiente Linux Turbo v1.5 (Art. 46 LGPD),Sessão Monitorada,"Provedor: DIGITALOCEAN | Local: Singapore/Singapore | Serviços expostos na origem (103.253.145.22): Portas [22, 80, 443]",qwen2.5:3b,"Parecer: O host 192.168.15.3 recebeu uma conexão de ssh segura a partir do IP 103.253.145.22 (Singapore, Singapore), utilizando uma chave pública. Este tipo de conexão é considerado normal e não representa um risco adicional para a segurança do sistema.
Recomendação: Manutenção regular dos logs de segurança e atualização das chaves SSH para garantir que somente os provedores esperados estão autorizados a conectar-se ao host 192.168.15.3.",Accepted publickey for servidor from 103.253.145.22 port 32991 ssh2,Linux Ubuntu Target (Dynamic Ingestion)
89,2026-09-01 20:45:53,INFO,Acesso SSH Autorizado,OPERACIONAL,45.33.32.156,"O log indica que um host (45.33.32.156) em Fremont, Estados Unidos, foi aceito um certificado público SSH para o servidor. Esta ação é normal e não representa um risco significativo para a segurança do host 192.168.15.3.",Auditado em Ambiente Linux Turbo v1.5 (Art. 46 LGPD),Sessão Monitorada,"Provedor: Akamai Technologies, Inc. | Local: Fremont/United States | Serviços expostos na origem (45.33.32.156): Portas [22, 80]",qwen2.5:3b,"Parecer: O log indica que um host (45.33.32.156) em Fremont, Estados Unidos, foi aceito um certificado público SSH para o servidor. Esta ação é normal e não representa um risco significativo para a segurança do host 192.168.15.3.
Recomendação: Nenhuma recomendação necessária neste caso, dado que a ação é considerada normal dentro do fluxo de trabalho de SSH.",Accepted publickey for servidor from 45.33.32.156 port 58251 ssh2,Linux Ubuntu Target (Dynamic Ingestion)
88,2026-09-01 20:44:58,CRITICO,Ataque Detectado (Brute Force SSH),ALERTA / SOB ATAQUE,103.253.145.22,"O log indica um ataque de força bruta em execução contra o host 192.168.15.3 através da porta SSH, atingindo o usuário root do host. O atacante está tentando entrar no host sem fornecer a senha correta. Isso é um ataque de força bruta, onde o atacante tenta acessar um sistema em um intervalo de tempo muito curto, frequentemente em milésimos de segundos, em busca da senha correta para o usuário root.",Auditado em Ambiente Linux Turbo v1.5 (Art. 46 LGPD),[KILL SWITCH ERROR] Erro SSH ao encerrar sessão: timed out | [SOAR CRITICAL] Erro de conexão SSH UFW: timed out,"Provedor: DIGITALOCEAN | Local: Singapore/Singapore | Serviços expostos na origem (103.253.145.22): Portas [22, 80, 443]",qwen2.5:3b,"Parecer: O log indica um ataque de força bruta em execução contra o host 192.168.15.3 através da porta SSH, atingindo o usuário root do host. O atacante está tentando entrar no host sem fornecer a senha correta. Isso é um ataque de força bruta, onde o atacante tenta acessar um sistema em um intervalo de tempo muito curto, frequentemente em milésimos de segundos, em busca da senha correta para o usuário root.
Recomendação: Implementar medidas de segurança para proteger hosts contra ataque de força bruta, como usar SSH chaves públicas para autenticação. Também, atualizar a senha root se ainda não foi feito e restringir a porta SSH para apenas os endereços IP autorizados.",Failed password for invalid user root from 103.253.145.22 port 32336 ssh2,Linux Ubuntu Target (Dynamic Ingestion)
87,2026-09-01 20:43:52,CRITICO,Ataque Detectado (Brute Force SSH),ALERTA / SOB ATAQUE,103.253.145.22,O log indica um ataque de força bruta dirigido ao usuário root no host 192.168.15.3. O ataque foi iniciado por um IP externo (103.253.145.22) na cidade de Singapura. Este tipo de ataque é altamente prejudicial pois pode resultar em acesso remoto não autorizado e comprometimento total do sistema. O ataque se caracteriza pelo tentativa de autenticação de usuários inválidos.,Auditado em Ambiente Linux Turbo v1.5 (Art. 46 LGPD),[KILL SWITCH ERROR] Erro SSH ao encerrar sessão: timed out | [SOAR CRITICAL] Erro de conexão SSH UFW: timed out,"Provedor: DIGITALOCEAN | Local: Singapore/Singapore | Serviços expostos na origem (103.253.145.22): Portas [22, 80, 443]",qwen2.5:3b,"Parecer: O log indica um ataque de força bruta dirigido ao usuário root no host 192.168.15.3. O ataque foi iniciado por um IP externo (103.253.145.22) na cidade de Singapura. Este tipo de ataque é altamente prejudicial pois pode resultar em acesso remoto não autorizado e comprometimento total do sistema. O ataque se caracteriza pelo tentativa de autenticação de usuários inválidos.
Recomendação: Implementar medidas de segurança adicionais, como configurações mais rigorosas de autenticação (por exemplo, força de senha mais alta, autenticação multifator) e realizar backups regularmente. Além disso, deve-se reavaliar a configuração de segurança do sistema, incluindo as permissões e proteções de segurança, para evitar vulnerabilidades que possam ser utilizadas para atacar o sistema. Também deve-se atualizar todos os pacotes e sistemas em uso para garantir a proteção do sistema contra novas ameaças. Realizar monitoramento contínuo para detectar e responder a ameaças futuras.",Failed password for invalid user root from 103.253.145.22 port 57739 ssh2,Linux Ubuntu Target (Dynamic Ingestion)
86,2026-09-01 20:42:59,INFO,Acesso SSH Autorizado,OPERACIONAL,185.220.101.5,"O log mostra que um host remoto (185.220.101.5) em Brandenburg an der Havel, Germany, tentou se conectar ao host local (192.168.15.3) através de um algoritmo de autenticação SSH para se registrar. Este evento é informativo pois indica que há um tentativa de conexão, mas não há evidências de ataque ou danos a este ponto. No entanto, é importante monitorar futuras tentativas de conexão e verificar a lista de hosts autorizados para garantir que nenhum host desconhecido está tentando se conectar ao sistema.",Auditado em Ambiente Linux Turbo v1.5 (Art. 46 LGPD),Sessão Monitorada,Provedor: Stiftung Erneuerbare Freiheit | Local: Brandenburg an der Havel/Germany | Sondagem concluída em 185.220.101.5. Nenhum serviço público detectado.,qwen2.5:3b,"Parecer: O log mostra que um host remoto (185.220.101.5) em Brandenburg an der Havel, Germany, tentou se conectar ao host local (192.168.15.3) através de um algoritmo de autenticação SSH para se registrar. Este evento é informativo pois indica que há um tentativa de conexão, mas não há evidências de ataque ou danos a este ponto. No entanto, é importante monitorar futuras tentativas de conexão e verificar a lista de hosts autorizados para garantir que nenhum host desconhecido está tentando se conectar ao sistema.
Recomendação: Realizar um check de integridade da lista de hosts autorizados e validar a origem deste host. Implementar regras de firewall para permitir apenas o acesso necessário e registrar todas as tentativas de conexão SSH. Monitorar e registrar todas as conexões SSH para identificar possíveis ativos indesejados.",Accepted publickey for servidor from 185.220.101.5 port 42895 ssh2,Linux Ubuntu Target (Dynamic Ingestion)
